any;comarca o Aran;edat;sexe;concepte;estat;valor
2001;Baix Llobregat;39 anys;homes;població;;5444
2001;Baix Llobregat;39 anys;dones;població;;5217
2001;Baix Llobregat;39 anys;total;població;;10661
2001;Baix Llobregat;40 anys;homes;població;;5243
2001;Baix Llobregat;40 anys;dones;població;;5055
2001;Baix Llobregat;40 anys;total;població;;10298
2001;Baix Llobregat;41 anys;homes;població;;5206
2001;Baix Llobregat;41 anys;dones;població;;5277
2001;Baix Llobregat;41 anys;total;població;;10483
2001;Baix Llobregat;42 anys;homes;població;;4985
2001;Baix Llobregat;42 anys;dones;població;;5026
2001;Baix Llobregat;42 anys;total;població;;10011
2001;Baix Llobregat;43 anys;homes;població;;5043
2001;Baix Llobregat;43 anys;dones;població;;5163
2001;Baix Llobregat;43 anys;total;població;;10206
2001;Baix Llobregat;44 anys;homes;població;;4901
2001;Baix Llobregat;44 anys;dones;població;;5025
2001;Baix Llobregat;44 anys;total;població;;9926
2001;Baix Llobregat;45 anys;homes;població;;4616
2001;Baix Llobregat;45 anys;dones;població;;4621
2001;Baix Llobregat;45 anys;total;població;;9237
2001;Baix Llobregat;46 anys;homes;població;;4630
2001;Baix Llobregat;46 anys;dones;població;;4621
2001;Baix Llobregat;46 anys;total;població;;9251
2001;Baix Llobregat;47 anys;homes;població;;4517
2001;Baix Llobregat;47 anys;dones;població;;4659
2001;Baix Llobregat;47 anys;total;població;;9176
2001;Baix Llobregat;48 anys;homes;població;;4595
2001;Baix Llobregat;48 anys;dones;població;;4604
2001;Baix Llobregat;48 anys;total;població;;9199
2001;Baix Llobregat;49 anys;homes;població;;4518
2001;Baix Llobregat;49 anys;dones;població;;4688
2001;Baix Llobregat;49 anys;total;població;;9206
2001;Baix Llobregat;50 anys;homes;població;;4330
2001;Baix Llobregat;50 anys;dones;població;;4486
2001;Baix Llobregat;50 anys;total;població;;8816
2001;Baix Llobregat;51 anys;homes;població;;4057
2001;Baix Llobregat;51 anys;dones;població;;4192
2001;Baix Llobregat;51 anys;total;població;;8249
2001;Baix Llobregat;52 anys;homes;població;;4640
2001;Baix Llobregat;52 anys;dones;població;;4674
2001;Baix Llobregat;52 anys;total;població;;9314
2001;Baix Llobregat;53 anys;homes;població;;4900
2001;Baix Llobregat;53 anys;dones;població;;4947
2001;Baix Llobregat;53 anys;total;població;;9847
2001;Baix Llobregat;54 anys;homes;població;;4294
2001;Baix Llobregat;54 anys;dones;població;;4363
2001;Baix Llobregat;54 anys;total;població;;8657
2001;Baix Llobregat;55 anys;homes;població;;4290
2001;Baix Llobregat;55 anys;dones;població;;4252
2001;Baix Llobregat;55 anys;total;població;;8542
2001;Baix Llobregat;56 anys;homes;població;;4356
2001;Baix Llobregat;56 anys;dones;població;;4373
2001;Baix Llobregat;56 anys;total;població;;8729
2001;Baix Llobregat;57 anys;homes;població;;4209
2001;Baix Llobregat;57 anys;dones;població;;4134
2001;Baix Llobregat;57 anys;total;població;;8343
2001;Baix Llobregat;58 anys;homes;població;;3966
2001;Baix Llobregat;58 anys;dones;població;;4000
2001;Baix Llobregat;58 anys;total;població;;7966
2001;Baix Llobregat;59 anys;homes;població;;3312
2001;Baix Llobregat;59 anys;dones;població;;3119
2001;Baix Llobregat;59 anys;total;població;;6431
2001;Baix Llobregat;60 anys;homes;població;;3241
2001;Baix Llobregat;60 anys;dones;població;;3072
2001;Baix Llobregat;60 anys;total;població;;6313
2001;Baix Llobregat;61 anys;homes;població;;3992
2001;Baix Llobregat;61 anys;dones;població;;3713
2001;Baix Llobregat;61 anys;total;població;;7705
2001;Baix Llobregat;62 anys;homes;població;;2398
2001;Baix Llobregat;62 anys;dones;població;;2245
2001;Baix Llobregat;62 anys;total;població;;4643
2001;Baix Llobregat;63 anys;homes;població;;2919
2001;Baix Llobregat;63 anys;dones;població;;2823
2001;Baix Llobregat;63 anys;total;població;;5742
2001;Baix Llobregat;64 anys;homes;població;;3193
2001;Baix Llobregat;64 anys;dones;població;;3213
2001;Baix Llobregat;64 anys;total;població;;6406
2001;Baix Llobregat;65 anys;homes;població;;3191
2001;Baix Llobregat;65 anys;dones;població;;3481
2001;Baix Llobregat;65 anys;total;població;;6672
2001;Baix Llobregat;66 anys;homes;població;;2991
2001;Baix Llobregat;66 anys;dones;població;;3123
2001;Baix Llobregat;66 anys;total;població;;6114
2001;Baix Llobregat;67 anys;homes;població;;2874
2001;Baix Llobregat;67 anys;dones;població;;3013
2001;Baix Llobregat;67 anys;total;població;;5887
2001;Baix Llobregat;68 anys;homes;població;;2876
2001;Baix Llobregat;68 anys;dones;població;;3046
2001;Baix Llobregat;68 anys;total;població;;5922
2001;Baix Llobregat;69 anys;homes;població;;2671
2001;Baix Llobregat;69 anys;dones;població;;2921
2001;Baix Llobregat;69 anys;total;població;;5592
2001;Baix Llobregat;70 anys;homes;població;;2493
2001;Baix Llobregat;70 anys;dones;població;;2792
2001;Baix Llobregat;70 anys;total;població;;5285
2001;Baix Llobregat;71 anys;homes;població;;2293
2001;Baix Llobregat;71 anys;dones;població;;2676
2001;Baix Llobregat;71 anys;total;població;;4969
2001;Baix Llobregat;72 anys;homes;població;;2105
2001;Baix Llobregat;72 anys;dones;població;;2550
2001;Baix Llobregat;72 anys;total;població;;4655
2001;Baix Llobregat;73 anys;homes;població;;1862
2001;Baix Llobregat;73 anys;dones;població;;2344
2001;Baix Llobregat;73 anys;total;població;;4206
2001;Baix Llobregat;74 anys;homes;població;;1750
2001;Baix Llobregat;74 anys;dones;població;;2244
2001;Baix Llobregat;74 anys;total;població;;3994
2001;Baix Llobregat;75 anys;homes;població;;1674
2001;Baix Llobregat;75 anys;dones;població;;2137
2001;Baix Llobregat;75 anys;total;població;;3811
2001;Baix Llobregat;76 anys;homes;població;;1488
2001;Baix Llobregat;76 anys;dones;població;;2053
2001;Baix Llobregat;76 anys;total;població;;3541
2001;Baix Llobregat;77 anys;homes;població;;1385
2001;Baix Llobregat;77 anys;dones;població;;1939
2001;Baix Llobregat;77 anys;total;població;;3324
2001;Baix Llobregat;78 anys;homes;població;;1331
2001;Baix Llobregat;78 anys;dones;població;;1902
2001;Baix Llobregat;78 anys;total;població;;3233
2001;Baix Llobregat;79 anys;homes;població;;1167
2001;Baix Llobregat;79 anys;dones;població;;1750
2001;Baix Llobregat;79 anys;total;població;;2917
2001;Baix Llobregat;80 anys;homes;població;;990
2001;Baix Llobregat;80 anys;dones;població;;1583
2001;Baix Llobregat;80 anys;total;població;;2573
2001;Baix Llobregat;81 anys;homes;població;;816
2001;Baix Llobregat;81 anys;dones;població;;1565
2001;Baix Llobregat;81 anys;total;població;;2381
2001;Baix Llobregat;82 anys;homes;població;;624
2001;Baix Llobregat;82 anys;dones;població;;1245
2001;Baix Llobregat;82 anys;total;població;;1869
2001;Baix Llobregat;83 anys;homes;població;;561
2001;Baix Llobregat;83 anys;dones;població;;1203
2001;Baix Llobregat;83 anys;total;població;;1764
2001;Baix Llobregat;84 anys;homes;població;;510
2001;Baix Llobregat;84 anys;dones;població;;1032
2001;Baix Llobregat;84 anys;total;població;;1542
2001;Baix Llobregat;85 anys;homes;població;;435
2001;Baix Llobregat;85 anys;dones;població;;980
2001;Baix Llobregat;85 anys;total;població;;1415
2001;Baix Llobregat;86 anys;homes;població;;404
2001;Baix Llobregat;86 anys;dones;població;;814
2001;Baix Llobregat;86 anys;total;població;;1218
2001;Baix Llobregat;87 anys;homes;població;;306
2001;Baix Llobregat;87 anys;dones;població;;836
2001;Baix Llobregat;87 anys;total;població;;1142
2001;Baix Llobregat;88 anys;homes;població;;258
2001;Baix Llobregat;88 anys;dones;població;;691
2001;Baix Llobregat;88 anys;total;població;;949
2001;Baix Llobregat;89 anys;homes;població;;234
2001;Baix Llobregat;89 anys;dones;població;;577
2001;Baix Llobregat;89 anys;total;població;;811
2001;Baix Llobregat;90 anys;homes;població;;184
2001;Baix Llobregat;90 anys;dones;població;;515
2001;Baix Llobregat;90 anys;total;població;;699
2001;Baix Llobregat;91 anys;homes;població;;148
2001;Baix Llobregat;91 anys;dones;població;;429
2001;Baix Llobregat;91 anys;total;població;;577
2001;Baix Llobregat;92 anys;homes;població;;94
2001;Baix Llobregat;92 anys;dones;població;;300
2001;Baix Llobregat;92 anys;total;població;;394
2001;Baix Llobregat;93 anys;homes;població;;83
2001;Baix Llobregat;93 anys;dones;població;;239
2001;Baix Llobregat;93 anys;total;població;;322
2001;Baix Llobregat;94 anys;homes;població;;52
2001;Baix Llobregat;94 anys;dones;població;;161
2001;Baix Llobregat;94 anys;total;població;;213
2001;Baix Llobregat;95 anys;homes;població;;30
2001;Baix Llobregat;95 anys;dones;població;;130
2001;Baix Llobregat;95 anys;total;població;;160
2001;Baix Llobregat;96 anys;homes;població;;18
2001;Baix Llobregat;96 anys;dones;població;;84
2001;Baix Llobregat;96 anys;total;població;;102
2001;Baix Llobregat;97 anys;homes;població;;20
2001;Baix Llobregat;97 anys;dones;població;;54
2001;Baix Llobregat;97 anys;total;població;;74
2001;Baix Llobregat;98 anys;homes;població;;12
2001;Baix Llobregat;98 anys;dones;població;;51
2001;Baix Llobregat;98 anys;total;població;;63
2001;Baix Llobregat;99 anys o més;homes;població;;12
2001;Baix Llobregat;99 anys o més;dones;població;;56
2001;Baix Llobregat;99 anys o més;total;població;;68
2001;Baix Llobregat;No hi consta;homes;població;;0
2001;Baix Llobregat;No hi consta;dones;població;;0
2001;Baix Llobregat;No hi consta;total;població;;0
2001;Baix Llobregat;total;homes;població;;345122
2001;Baix Llobregat;total;dones;població;;347770
2001;Baix Llobregat;total;total;població;;692892
2001;Baix Penedès;0 anys;homes;població;;296
2001;Baix Penedès;0 anys;dones;població;;332
2001;Baix Penedès;0 anys;total;població;;628
2001;Baix Penedès;1 any;homes;població;;301
2001;Baix Penedès;1 any;dones;població;;308
2001;Baix Penedès;1 any;total;població;;609
2001;Baix Penedès;2 anys;homes;població;;306
2001;Baix Penedès;2 anys;dones;població;;334
2001;Baix Penedès;2 anys;total;població;;640
2001;Baix Penedès;3 anys;homes;població;;308
2001;Baix Penedès;3 anys;dones;població;;290
2001;Baix Penedès;3 anys;total;població;;598
2001;Baix Penedès;4 anys;homes;població;;287
2001;Baix Penedès;4 anys;dones;població;;264
2001;Baix Penedès;4 anys;total;població;;551
2001;Baix Penedès;5 anys;homes;població;;281
2001;Baix Penedès;5 anys;dones;població;;304
2001;Baix Penedès;5 anys;total;població;;585
2001;Baix Penedès;6 anys;homes;població;;282
2001;Baix Penedès;6 anys;dones;població;;277
2001;Baix Penedès;6 anys;total;població;;559
2001;Baix Penedès;7 anys;homes;població;;300
2001;Baix Penedès;7 anys;dones;població;;278
2001;Baix Penedès;7 anys;total;població;;578
2001;Baix Penedès;8 anys;homes;població;;324
2001;Baix Penedès;8 anys;dones;població;;276
2001;Baix Penedès;8 anys;total;població;;600
2001;Baix Penedès;9 anys;homes;població;;327
2001;Baix Penedès;9 anys;dones;població;;325
2001;Baix Penedès;9 anys;total;població;;652
2001;Baix Penedès;10 anys;homes;població;;310
2001;Baix Penedès;10 anys;dones;població;;294
2001;Baix Penedès;10 anys;total;població;;604
2001;Baix Penedès;11 anys;homes;població;;318
2001;Baix Penedès;11 anys;dones;població;;318
2001;Baix Penedès;11 anys;total;població;;636
2001;Baix Penedès;12 anys;homes;població;;333
2001;Baix Penedès;12 anys;dones;població;;288
2001;Baix Penedès;12 anys;total;població;;621
2001;Baix Penedès;13 anys;homes;població;;293
2001;Baix Penedès;13 anys;dones;població;;324
2001;Baix Penedès;13 anys;total;població;;617
2001;Baix Penedès;14 anys;homes;població;;317
2001;Baix Penedès;14 anys;dones;població;;322
2001;Baix Penedès;14 anys;total;població;;639
2001;Baix Penedès;15 anys;homes;població;;303
2001;Baix Penedès;15 anys;dones;població;;313
2001;Baix Penedès;15 anys;total;població;;616
2001;Baix Penedès;16 anys;homes;població;;345
2001;Baix Penedès;16 anys;dones;població;;330
2001;Baix Penedès;16 anys;total;població;;675
2001;Baix Penedès;17 anys;homes;població;;357
2001;Baix Penedès;17 anys;dones;població;;329
2001;Baix Penedès;17 anys;total;població;;686
2001;Baix Penedès;18 anys;homes;població;;345
2001;Baix Penedès;18 anys;dones;població;;362
2001;Baix Penedès;18 anys;total;població;;707
2001;Baix Penedès;19 anys;homes;població;;413
2001;Baix Penedès;19 anys;dones;població;;375
2001;Baix Penedès;19 anys;total;població;;788
2001;Baix Penedès;20 anys;homes;població;;412
2001;Baix Penedès;20 anys;dones;població;;374
2001;Baix Penedès;20 anys;total;població;;786
2001;Baix Penedès;21 anys;homes;població;;455
2001;Baix Penedès;21 anys;dones;població;;423
2001;Baix Penedès;21 anys;total;població;;878
2001;Baix Penedès;22 anys;homes;població;;447
2001;Baix Penedès;22 anys;dones;població;;378
2001;Baix Penedès;22 anys;total;població;;825
2001;Baix Penedès;23 anys;homes;població;;451
2001;Baix Penedès;23 anys;dones;població;;437
2001;Baix Penedès;23 anys;total;població;;888
2001;Baix Penedès;24 anys;homes;població;;534
2001;Baix Penedès;24 anys;dones;població;;507
2001;Baix Penedès;24 anys;total;població;;1041
2001;Baix Penedès;25 anys;homes;població;;560
2001;Baix Penedès;25 anys;dones;població;;509
2001;Baix Penedès;25 anys;total;població;;1069
2001;Baix Penedès;26 anys;homes;població;;503
2001;Baix Penedès;26 anys;dones;població;;537
2001;Baix Penedès;26 anys;total;població;;1040
2001;Baix Penedès;27 anys;homes;població;;553
2001;Baix Penedès;27 anys;dones;població;;467
2001;Baix Penedès;27 anys;total;població;;1020
2001;Baix Penedès;28 anys;homes;població;;479
2001;Baix Penedès;28 anys;dones;població;;505
2001;Baix Penedès;28 anys;total;població;;984
2001;Baix Penedès;29 anys;homes;població;;528
2001;Baix Penedès;29 anys;dones;població;;481
2001;Baix Penedès;29 anys;total;població;;1009
2001;Baix Penedès;30 anys;homes;població;;549
2001;Baix Penedès;30 anys;dones;població;;477
2001;Baix Penedès;30 anys;total;població;;1026
2001;Baix Penedès;31 anys;homes;població;;509
2001;Baix Penedès;31 anys;dones;població;;481
2001;Baix Penedès;31 anys;total;població;;990
2001;Baix Penedès;32 anys;homes;població;;522
2001;Baix Penedès;32 anys;dones;població;;505
2001;Baix Penedès;32 anys;total;població;;1027
2001;Baix Penedès;33 anys;homes;població;;523
2001;Baix Penedès;33 anys;dones;població;;499
2001;Baix Penedès;33 anys;total;població;;1022
2001;Baix Penedès;34 anys;homes;població;;544
2001;Baix Penedès;34 anys;dones;població;;490
2001;Baix Penedès;34 anys;total;població;;1034
2001;Baix Penedès;35 anys;homes;població;;578
2001;Baix Penedès;35 anys;dones;població;;473
2001;Baix Penedès;35 anys;total;població;;1051
2001;Baix Penedès;36 anys;homes;població;;553
2001;Baix Penedès;36 anys;dones;població;;480
2001;Baix Penedès;36 anys;total;població;;1033
2001;Baix Penedès;37 anys;homes;població;;542
2001;Baix Penedès;37 anys;dones;població;;489
2001;Baix Penedès;37 anys;total;població;;1031
2001;Baix Penedès;38 anys;homes;població;;491
2001;Baix Penedès;38 anys;dones;població;;490
2001;Baix Penedès;38 anys;total;població;;981
2001;Baix Penedès;39 anys;homes;població;;511
2001;Baix Penedès;39 anys;dones;població;;458
2001;Baix Penedès;39 anys;total;població;;969
2001;Baix Penedès;40 anys;homes;població;;499
2001;Baix Penedès;40 anys;dones;població;;447
2001;Baix Penedès;40 anys;total;població;;946
2001;Baix Penedès;41 anys;homes;població;;418
2001;Baix Penedès;41 anys;dones;població;;427
2001;Baix Penedès;41 anys;total;població;;845
2001;Baix Penedès;42 anys;homes;població;;463
2001;Baix Penedès;42 anys;dones;població;;441
2001;Baix Penedès;42 anys;total;població;;904
2001;Baix Penedès;43 anys;homes;població;;455
2001;Baix Penedès;43 anys;dones;població;;425
2001;Baix Penedès;43 anys;total;població;;880
2001;Baix Penedès;44 anys;homes;població;;468
2001;Baix Penedès;44 anys;dones;població;;412
2001;Baix Penedès;44 anys;total;població;;880
2001;Baix Penedès;45 anys;homes;població;;428
2001;Baix Penedès;45 anys;dones;població;;415
2001;Baix Penedès;45 anys;total;població;;843
2001;Baix Penedès;46 anys;homes;població;;417
2001;Baix Penedès;46 anys;dones;població;;399
2001;Baix Penedès;46 anys;total;població;;816
2001;Baix Penedès;47 anys;homes;població;;463
2001;Baix Penedès;47 anys;dones;població;;438
2001;Baix Penedès;47 anys;total;població;;901
2001;Baix Penedès;48 anys;homes;població;;418
2001;Baix Penedès;48 anys;dones;població;;401
2001;Baix Penedès;48 anys;total;població;;819
2001;Baix Penedès;49 anys;homes;població;;446
2001;Baix Penedès;49 anys;dones;població;;406
2001;Baix Penedès;49 anys;total;població;;852
2001;Baix Penedès;50 anys;homes;població;;394
2001;Baix Penedès;50 anys;dones;població;;397
2001;Baix Penedès;50 anys;total;població;;791
2001;Baix Penedès;51 anys;homes;població;;420
2001;Baix Penedès;51 anys;dones;població;;372
2001;Baix Penedès;51 anys;total;població;;792
2001;Baix Penedès;52 anys;homes;població;;445
2001;Baix Penedès;52 anys;dones;població;;414
2001;Baix Penedès;52 anys;total;població;;859
2001;Baix Penedès;53 anys;homes;població;;461
2001;Baix Penedès;53 anys;dones;població;;428
2001;Baix Penedès;53 anys;total;població;;889
2001;Baix Penedès;54 anys;homes;població;;437
2001;Baix Penedès;54 anys;dones;població;;385
2001;Baix Penedès;54 anys;total;població;;822
2001;Baix Penedès;55 anys;homes;població;;368
2001;Baix Penedès;55 anys;dones;població;;397
2001;Baix Penedès;55 anys;total;població;;765
2001;Baix Penedès;56 anys;homes;població;;405
2001;Baix Penedès;56 anys;dones;població;;400
2001;Baix Penedès;56 anys;total;població;;805
2001;Baix Penedès;57 anys;homes;població;;405
2001;Baix Penedès;57 anys;dones;població;;392
2001;Baix Penedès;57 anys;total;població;;797
2001;Baix Penedès;58 anys;homes;població;;341
2001;Baix Penedès;58 anys;dones;població;;344
2001;Baix Penedès;58 anys;total;població;;685
2001;Baix Penedès;59 anys;homes;població;;310
2001;Baix Penedès;59 anys;dones;població;;298
2001;Baix Penedès;59 anys;total;població;;608
2001;Baix Penedès;60 anys;homes;població;;350
2001;Baix Penedès;60 anys;dones;població;;297
2001;Baix Penedès;60 anys;total;població;;647
2001;Baix Penedès;61 anys;homes;població;;371
2001;Baix Penedès;61 anys;dones;població;;368
2001;Baix Penedès;61 anys;total;població;;739
2001;Baix Penedès;62 anys;homes;població;;260
2001;Baix Penedès;62 anys;dones;població;;238
2001;Baix Penedès;62 anys;total;població;;498
2001;Baix Penedès;63 anys;homes;població;;330
2001;Baix Penedès;63 anys;dones;població;;264
2001;Baix Penedès;63 anys;total;població;;594
2001;Baix Penedès;64 anys;homes;població;;348
2001;Baix Penedès;64 anys;dones;població;;308
2001;Baix Penedès;64 anys;total;població;;656
2001;Baix Penedès;65 anys;homes;població;;342
2001;Baix Penedès;65 anys;dones;població;;325
2001;Baix Penedès;65 anys;total;població;;667
2001;Baix Penedès;66 anys;homes;població;;346
2001;Baix Penedès;66 anys;dones;població;;318
2001;Baix Penedès;66 anys;total;població;;664
2001;Baix Penedès;67 anys;homes;població;;334
2001;Baix Penedès;67 anys;dones;població;;328
2001;Baix Penedès;67 anys;total;població;;662
2001;Baix Penedès;68 anys;homes;població;;338
2001;Baix Penedès;68 anys;dones;població;;291
2001;Baix Penedès;68 anys;total;població;;629
2001;Baix Penedès;69 anys;homes;població;;300
2001;Baix Penedès;69 anys;dones;població;;304
2001;Baix Penedès;69 anys;total;població;;604
2001;Baix Penedès;70 anys;homes;població;;286
2001;Baix Penedès;70 anys;dones;població;;304
2001;Baix Penedès;70 anys;total;població;;590
2001;Baix Penedès;71 anys;homes;població;;229
2001;Baix Penedès;71 anys;dones;població;;270
2001;Baix Penedès;71 anys;total;població;;499
2001;Baix Penedès;72 anys;homes;població;;268
2001;Baix Penedès;72 anys;dones;població;;244
2001;Baix Penedès;72 anys;total;població;;512
2001;Baix Penedès;73 anys;homes;població;;225
2001;Baix Penedès;73 anys;dones;població;;268
2001;Baix Penedès;73 anys;total;població;;493
2001;Baix Penedès;74 anys;homes;població;;182
2001;Baix Penedès;74 anys;dones;població;;214
2001;Baix Penedès;74 anys;total;població;;396
2001;Baix Penedès;75 anys;homes;població;;180
2001;Baix Penedès;75 anys;dones;població;;229
2001;Baix Penedès;75 anys;total;població;;409
2001;Baix Penedès;76 anys;homes;població;;150
2001;Baix Penedès;76 anys;dones;població;;204
2001;Baix Penedès;76 anys;total;població;;354
2001;Baix Penedès;77 anys;homes;població;;144
2001;Baix Penedès;77 anys;dones;població;;194
2001;Baix Penedès;77 anys;total;població;;338
2001;Baix Penedès;78 anys;homes;població;;149
2001;Baix Penedès;78 anys;dones;població;;203
2001;Baix Penedès;78 anys;total;població;;352
2001;Baix Penedès;79 anys;homes;població;;145
2001;Baix Penedès;79 anys;dones;població;;176
2001;Baix Penedès;79 anys;total;població;;321
2001;Baix Penedès;80 anys;homes;població;;122
2001;Baix Penedès;80 anys;dones;població;;157
2001;Baix Penedès;80 anys;total;població;;279
2001;Baix Penedès;81 anys;homes;població;;111
2001;Baix Penedès;81 anys;dones;població;;156
2001;Baix Penedès;81 anys;total;població;;267
2001;Baix Penedès;82 anys;homes;població;;70
2001;Baix Penedès;82 anys;dones;població;;100
2001;Baix Penedès;82 anys;total;població;;170
2001;Baix Penedès;83 anys;homes;població;;62
2001;Baix Penedès;83 anys;dones;població;;94
2001;Baix Penedès;83 anys;total;població;;156
2001;Baix Penedès;84 anys;homes;població;;60
2001;Baix Penedès;84 anys;dones;població;;79
2001;Baix Penedès;84 anys;total;població;;139
2001;Baix Penedès;85 anys;homes;població;;51
2001;Baix Penedès;85 anys;dones;població;;89
2001;Baix Penedès;85 anys;total;població;;140
2001;Baix Penedès;86 anys;homes;població;;27
2001;Baix Penedès;86 anys;dones;població;;80
2001;Baix Penedès;86 anys;total;població;;107
2001;Baix Penedès;87 anys;homes;població;;35
2001;Baix Penedès;87 anys;dones;població;;95
2001;Baix Penedès;87 anys;total;població;;130
2001;Baix Penedès;88 anys;homes;població;;34
2001;Baix Penedès;88 anys;dones;població;;78
2001;Baix Penedès;88 anys;total;població;;112
2001;Baix Penedès;89 anys;homes;població;;25
2001;Baix Penedès;89 anys;dones;població;;52
2001;Baix Penedès;89 anys;total;població;;77
2001;Baix Penedès;90 anys;homes;població;;15
2001;Baix Penedès;90 anys;dones;població;;44
2001;Baix Penedès;90 anys;total;població;;59
2001;Baix Penedès;91 anys;homes;població;;12
2001;Baix Penedès;91 anys;dones;població;;51
2001;Baix Penedès;91 anys;total;població;;63
2001;Baix Penedès;92 anys;homes;població;;9
2001;Baix Penedès;92 anys;dones;població;;32
2001;Baix Penedès;92 anys;total;població;;41
2001;Baix Penedès;93 anys;homes;població;;5
2001;Baix Penedès;93 anys;dones;població;;17
2001;Baix Penedès;93 anys;total;població;;22
2001;Baix Penedès;94 anys;homes;població;;5
2001;Baix Penedès;94 anys;dones;població;;19
2001;Baix Penedès;94 anys;total;població;;24
2001;Baix Penedès;95 anys;homes;població;;4
2001;Baix Penedès;95 anys;dones;població;;16
2001;Baix Penedès;95 anys;total;població;;20
2001;Baix Penedès;96 anys;homes;població;;2
2001;Baix Penedès;96 anys;dones;població;;10
2001;Baix Penedès;96 anys;total;població;;12
2001;Baix Penedès;97 anys;homes;població;;0
2001;Baix Penedès;97 anys;dones;població;;10
2001;Baix Penedès;97 anys;total;població;;10
2001;Baix Penedès;98 anys;homes;població;;1
2001;Baix Penedès;98 anys;dones;població;;2
2001;Baix Penedès;98 anys;total;població;;3
2001;Baix Penedès;99 anys o més;homes;població;;0
2001;Baix Penedès;99 anys o més;dones;població;;9
2001;Baix Penedès;99 anys o més;total;població;;9
2001;Baix Penedès;No hi consta;homes;població;;0
2001;Baix Penedès;No hi consta;dones;població;;0
2001;Baix Penedès;No hi consta;total;població;;0
2001;Baix Penedès;total;homes;població;;30978
2001;Baix Penedès;total;dones;població;;30278
2001;Baix Penedès;total;total;població;;61256
2001;Barcelonès;0 anys;homes;població;;9379
2001;Barcelonès;0 anys;dones;població;;8843
2001;Barcelonès;0 anys;total;població;;18222
2001;Barcelonès;1 any;homes;població;;8995
2001;Barcelonès;1 any;dones;població;;8525
2001;Barcelonès;1 any;total;població;;17520
2001;Barcelonès;2 anys;homes;població;;8527
2001;Barcelonès;2 anys;dones;població;;8357
2001;Barcelonès;2 anys;total;població;;16884
2001;Barcelonès;3 anys;homes;població;;8313
2001;Barcelonès;3 anys;dones;població;;7729
2001;Barcelonès;3 anys;total;població;;16042
2001;Barcelonès;4 anys;homes;població;;8362
2001;Barcelonès;4 anys;dones;població;;7898
2001;Barcelonès;4 anys;total;població;;16260
2001;Barcelonès;5 anys;homes;població;;8034
2001;Barcelonès;5 anys;dones;població;;7498
2001;Barcelonès;5 anys;total;població;;15532
2001;Barcelonès;6 anys;homes;població;;7767
2001;Barcelonès;6 anys;dones;població;;7448
2001;Barcelonès;6 anys;total;població;;15215
2001;Barcelonès;7 anys;homes;població;;8086
2001;Barcelonès;7 anys;dones;població;;7745
2001;Barcelonès;7 anys;total;població;;15831
2001;Barcelonès;8 anys;homes;població;;8217
2001;Barcelonès;8 anys;dones;població;;7858
2001;Barcelonès;8 anys;total;població;;16075
2001;Barcelonès;9 anys;homes;població;;8347
2001;Barcelonès;9 anys;dones;població;;8008
2001;Barcelonès;9 anys;total;població;;16355
2001;Barcelonès;10 anys;homes;població;;8301
2001;Barcelonès;10 anys;dones;població;;7883
2001;Barcelonès;10 anys;total;població;;16184
2001;Barcelonès;11 anys;homes;població;;8441
2001;Barcelonès;11 anys;dones;població;;7861
2001;Barcelonès;11 anys;total;població;;16302
2001;Barcelonès;12 anys;homes;població;;8614
2001;Barcelonès;12 anys;dones;població;;8032
2001;Barcelonès;12 anys;total;població;;16646
2001;Barcelonès;13 anys;homes;població;;8654
2001;Barcelonès;13 anys;dones;població;;8400
2001;Barcelonès;13 anys;total;població;;17054
2001;Barcelonès;14 anys;homes;població;;8852
2001;Barcelonès;14 anys;dones;població;;8500
2001;Barcelonès;14 anys;total;població;;17352
2001;Barcelonès;15 anys;homes;població;;9322
2001;Barcelonès;15 anys;dones;població;;8730
2001;Barcelonès;15 anys;total;població;;18052
2001;Barcelonès;16 anys;homes;població;;9897
2001;Barcelonès;16 anys;dones;població;;9538
2001;Barcelonès;16 anys;total;població;;19435
2001;Barcelonès;17 anys;homes;població;;10223
2001;Barcelonès;17 anys;dones;població;;10058
2001;Barcelonès;17 anys;total;població;;20281
2001;Barcelonès;18 anys;homes;població;;11029
2001;Barcelonès;18 anys;dones;població;;10758
2001;Barcelonès;18 anys;total;població;;21787
2001;Barcelonès;19 anys;homes;població;;12043
2001;Barcelonès;19 anys;dones;població;;11604
2001;Barcelonès;19 anys;total;població;;23647
2001;Barcelonès;20 anys;homes;població;;13340
2001;Barcelonès;20 anys;dones;població;;12748
2001;Barcelonès;20 anys;total;població;;26088
2001;Barcelonès;21 anys;homes;població;;14072
2001;Barcelonès;21 anys;dones;població;;13723
2001;Barcelonès;21 anys;total;població;;27795
2001;Barcelonès;22 anys;homes;població;;15547
2001;Barcelonès;22 anys;dones;població;;14754
2001;Barcelonès;22 anys;total;població;;30301
2001;Barcelonès;23 anys;homes;població;;16939
2001;Barcelonès;23 anys;dones;població;;16103
2001;Barcelonès;23 anys;total;població;;33042
2001;Barcelonès;24 anys;homes;població;;17597
2001;Barcelonès;24 anys;dones;població;;17022
2001;Barcelonès;24 anys;total;població;;34619
2001;Barcelonès;25 anys;homes;població;;18575
2001;Barcelonès;25 anys;dones;població;;17636
2001;Barcelonès;25 anys;total;població;;36211
2001;Barcelonès;26 anys;homes;població;;19652
2001;Barcelonès;26 anys;dones;població;;17962
2001;Barcelonès;26 anys;total;població;;37614
