"Curs";"Nom ensenyament";"Nivell";"Nom comarca";"Nombre grups";"Nombre places";"Places ofertades a la preinscripció";"Assignacions";"Assignacions: 1a peticio";"Assignacions: Altres peticions";"Places vacants";"Places ocupades";"Nombre centres";"any";"edat";"dones";"homes";"total"
"2017/2018";"Educació primària";"3";"Moianès";9;180;48;2;2;0;46;134;10;2016;7;77;96;173
"2017/2018";"Educació primària";"3";"Montsià";32;805;92;4;3;1;88;717;21;2016;7;378;390;768
"2017/2018";"Educació primària";"3";"Noguera";24;484;49;2;1;1;48;437;33;2016;7;231;241;472
"2017/2018";"Educació primària";"3";"Osona";83;2035;270;16;13;3;257;1781;65;2016;7;957;1077;2034
"2017/2018";"Educació primària";"3";"Pallars Jussà";6;144;22;0;0;0;22;122;7;2016;7;68;70;138
"2017/2018";"Educació primària";"3";"Pallars Sobirà";4;82;13;0;0;0;13;69;7;2016;7;30;34;64
"2017/2018";"Educació primària";"3";"Pla d'Urgell";21;487;68;4;3;1;64;423;19;2016;7;228;247;475
"2017/2018";"Educació primària";"3";"Pla de l'Estany";18;432;18;15;15;0;6;429;13;2016;7;206;209;415
"2017/2018";"Educació primària";"3";"Priorat";4;127;58;0;0;0;58;69;15;2016;7;41;50;91
"2017/2018";"Educació primària";"3";"Ribera d'Ebre";12;302;101;3;3;0;98;204;16;2016;7;90;105;195
"2017/2018";"Educació primària";"3";"Ripollès";11;228;17;0;0;0;17;211;14;2016;7;116;143;259
"2017/2018";"Educació primària";"3";"Segarra";12;327;55;3;3;0;52;275;12;2016;7;113;126;239
"2017/2018";"Educació primària";"3";"Segrià";104;2605;285;15;10;5;270;2335;82;2016;7;1219;1282;2501
"2017/2018";"Educació primària";"3";"Selva";76;1774;62;16;11;5;47;1728;45;2016;7;1011;1057;2068
"2017/2018";"Educació primària";"3";"Solsonès";6;164;41;1;1;0;40;124;11;2016;7;74;87;161
"2017/2018";"Educació primària";"3";"Tarragonès";125;3138;273;40;31;9;234;2905;68;2016;7;1542;1757;3299
"2017/2018";"Educació primària";"3";"Terra Alta";5;166;68;1;1;0;67;99;12;2016;7;45;52;97
"2017/2018";"Educació primària";"3";"Urgell";19;463;44;4;4;0;40;423;23;2016;7;242;205;447
"2017/2018";"Educació primària";"3";"Vallès Occidental";431;10775;338;112;86;26;243;10549;238;2016;7;5822;6250;12072
"2017/2018";"Educació primària";"3";"Vallès Oriental";202;5018;306;63;49;14;247;4775;119;2016;7;2574;2763;5337
"2017/2018";"Educació primària";"4";"Alt Camp";22;592;88;4;4;0;84;508;27;2016;8;247;274;521
"2017/2018";"Educació primària";"4";"Alt Empordà";74;1710;118;12;11;1;109;1604;68;2016;8;749;873;1622
"2017/2018";"Educació primària";"4";"Alt Penedès";66;1464;109;15;12;3;95;1370;47;2016;8;652;733;1385
"2017/2018";"Educació primària";"4";"Alt Urgell";11;236;24;4;4;0;20;216;13;2016;8;88;111;199
"2017/2018";"Educació primària";"4";"Alta Ribagorça";3;64;17;0;0;0;17;47;3;2016;8;19;23;42
"2017/2018";"Educació primària";"4";"Anoia";70;1655;136;18;16;2;118;1537;47;2016;8;773;817;1590
"2017/2018";"Educació primària";"4";"Aran";6;108;18;0;0;0;18;90;7;2016;8;66;53;119
"2017/2018";"Educació primària";"4";"Bages";88;2192;260;27;23;4;236;1959;60;2016;8;999;1054;2053
"2017/2018";"Educació primària";"4";"Baix Camp";104;2565;219;32;28;4;194;2378;62;2016;8;1234;1257;2491
"2017/2018";"Educació primària";"4";"Baix Ebre";36;941;155;18;10;8;137;804;31;2016;8;370;409;779
"2017/2018";"Educació primària";"4";"Baix Empordà";69;1500;29;16;15;1;21;1487;44;2016;8;693;785;1478
"2017/2018";"Educació primària";"4";"Baix Llobregat";387;9630;502;126;103;23;386;9254;210;2016;8;4948;5152;10100
"2017/2018";"Educació primària";"4";"Baix Penedès";58;1445;217;16;8;8;201;1244;29;2016;8;658;695;1353
"2017/2018";"Educació primària";"4";"Barcelonès";830;20724;825;295;205;90;531;20194;474;2016;8;9906;10595;20501
"2017/2018";"Educació primària";"4";"Berguedà";18;423;85;6;6;0;79;344;22;2016;8;170;202;372
"2017/2018";"Educació primària";"4";"Cerdanya";8;203;40;5;5;0;36;168;13;2016;8;105;97;202
"2017/2018";"Educació primària";"4";"Conca de Barberà";11;260;56;2;2;0;55;206;14;2016;8;101;98;199
"2017/2018";"Educació primària";"4";"Garraf";65;1615;57;16;8;8;43;1574;34;2016;8;866;913;1779
"2017/2018";"Educació primària";"4";"Garrigues";7;192;34;1;1;0;33;159;17;2016;8;89;90;179
"2017/2018";"Educació primària";"4";"Garrotxa";29;620;50;10;8;2;40;580;23;2016;8;314;338;652
"2017/2018";"Educació primària";"4";"Gironès";107;2495;118;29;23;6;98;2406;61;2016;8;1148;1237;2385
"2017/2018";"Educació primària";"4";"Maresme";211;5256;320;92;67;25;249;5028;121;2016;8;2604;2685;5289
"2017/2018";"Educació primària";"4";"Moianès";8;203;47;3;3;0;44;159;10;2016;8;82;77;159
"2017/2018";"Educació primària";"4";"Montsià";33;826;111;6;4;2;105;721;21;2016;8;343;401;744
"2017/2018";"Educació primària";"4";"Noguera";18;481;34;2;0;2;32;449;33;2016;8;192;227;419
"2017/2018";"Educació primària";"4";"Osona";89;2165;278;19;16;3;259;1906;66;2016;8;912;1013;1925
"2017/2018";"Educació primària";"4";"Pallars Jussà";6;139;20;1;1;0;20;120;7;2016;8;62;55;117
"2017/2018";"Educació primària";"4";"Pallars Sobirà";4;77;13;0;0;0;13;64;7;2016;8;33;33;66
"2017/2018";"Educació primària";"4";"Pla d'Urgell";23;520;85;6;5;1;79;441;19;2016;8;209;208;417
"2017/2018";"Educació primària";"4";"Pla de l'Estany";18;385;7;2;2;0;5;380;12;2016;8;170;208;378
"2017/2018";"Educació primària";"4";"Priorat";3;126;44;0;0;0;44;82;15;2016;8;44;44;88
"2017/2018";"Educació primària";"4";"Ribera d'Ebre";11;269;74;1;1;0;73;196;16;2016;8;86;89;175
"2017/2018";"Educació primària";"4";"Ripollès";10;260;21;5;4;1;20;244;14;2016;8;117;110;227
"2017/2018";"Educació primària";"4";"Segarra";13;273;57;3;3;0;54;219;12;2016;8;122;139;261
"2017/2018";"Educació primària";"4";"Segrià";112;2716;330;30;23;7;300;2416;82;2016;8;1101;1178;2279
"2017/2018";"Educació primària";"4";"Selva";82;1875;96;20;16;4;78;1799;45;2016;8;919;995;1914
"2017/2018";"Educació primària";"4";"Solsonès";7;194;40;5;3;2;35;159;11;2016;8;57;78;135
"2017/2018";"Educació primària";"4";"Tarragonès";135;3349;377;39;31;8;340;3011;68;2016;8;1508;1523;3031
"2017/2018";"Educació primària";"4";"Terra Alta";7;162;70;0;0;0;70;92;12;2016;8;34;53;87
"2017/2018";"Educació primària";"4";"Urgell";21;479;49;2;2;0;48;432;23;2016;8;201;204;405
"2017/2018";"Educació primària";"4";"Vallès Occidental";458;11421;451;88;62;26;378;11058;238;2016;8;5760;6108;11868
"2017/2018";"Educació primària";"4";"Vallès Oriental";211;5261;373;68;56;12;310;4956;119;2016;8;2453;2676;5129
"2017/2018";"Educació primària";"5";"Alt Camp";19;571;85;4;3;1;82;490;27;2016;9;230;250;480
"2017/2018";"Educació primària";"5";"Alt Empordà";65;1574;113;9;6;3;106;1470;68;2016;9;789;860;1649
"2017/2018";"Educació primària";"5";"Alt Penedès";61;1399;124;12;8;4;112;1287;47;2016;9;652;681;1333
"2017/2018";"Educació primària";"5";"Alt Urgell";8;230;50;3;3;0;47;183;13;2016;9;94;120;214
"2017/2018";"Educació primària";"5";"Alta Ribagorça";1;35;1;0;0;0;1;34;3;2016;9;15;14;29
"2017/2018";"Educació primària";"5";"Anoia";65;1611;141;18;17;1;124;1488;47;2016;9;749;786;1535
"2017/2018";"Educació primària";"5";"Aran";3;100;18;1;1;0;17;83;7;2016;9;54;42;96
"2017/2018";"Educació primària";"5";"Bages";84;2128;210;22;21;1;190;1940;61;2016;9;1012;1031;2043
"2017/2018";"Educació primària";"5";"Baix Camp";98;2530;257;28;26;2;238;2301;62;2016;9;1126;1214;2340
"2017/2018";"Educació primària";"5";"Baix Ebre";34;943;192;13;10;3;179;764;31;2016;9;409;406;815
"2017/2018";"Educació primària";"5";"Baix Empordà";61;1411;67;11;8;3;62;1355;44;2016;9;763;734;1497
"2017/2018";"Educació primària";"5";"Baix Llobregat";371;9246;431;99;72;27;335;8914;210;2016;9;4883;5235;10118
"2017/2018";"Educació primària";"5";"Baix Penedès";56;1423;149;11;10;1;138;1285;29;2016;9;610;673;1283
"2017/2018";"Educació primària";"5";"Barcelonès";811;20250;987;259;193;66;729;19522;476;2016;9;10029;10618;20647
"2017/2018";"Educació primària";"5";"Berguedà";15;429;89;4;4;0;85;344;23;2016;9;151;221;372
"2017/2018";"Educació primària";"5";"Cerdanya";7;192;40;3;3;0;37;155;13;2016;9;109;108;217
"2017/2018";"Educació primària";"5";"Conca de Barberà";9;288;90;3;3;0;87;201;14;2016;9;81;107;188
"2017/2018";"Educació primària";"5";"Garraf";62;1521;54;10;9;1;46;1477;34;2016;9;868;936;1804
"2017/2018";"Educació primària";"5";"Garrigues";6;180;21;0;0;0;21;159;17;2016;9;68;106;174
"2017/2018";"Educació primària";"5";"Garrotxa";25;618;32;6;5;1;26;592;23;2016;9;309;324;633
"2017/2018";"Educació primària";"5";"Gironès";99;2361;137;22;18;4;121;2246;60;2016;9;1178;1190;2368
"2017/2018";"Educació primària";"5";"Maresme";203;5061;325;84;64;20;245;4820;121;2016;9;2568;2816;5384
"2017/2018";"Educació primària";"5";"Moianès";5;173;26;1;1;0;25;148;10;2016;9;88;69;157
"2017/2018";"Educació primària";"5";"Montsià";31;841;133;11;9;2;122;719;21;2016;9;367;382;749
"2017/2018";"Educació primària";"5";"Noguera";15;422;40;2;2;0;38;384;33;2016;9;179;179;358
"2017/2018";"Educació primària";"5";"Osona";80;2033;295;18;16;2;277;1756;66;2016;9;854;919;1773
"2017/2018";"Educació primària";"5";"Pallars Jussà";5;134;15;0;0;0;15;119;7;2016;9;53;57;110
"2017/2018";"Educació primària";"5";"Pallars Sobirà";3;79;16;1;1;0;15;64;7;2016;9;28;28;56
"2017/2018";"Educació primària";"5";"Pla d'Urgell";17;448;50;1;1;0;49;399;19;2016;9;209;217;426
"2017/2018";"Educació primària";"5";"Pla de l'Estany";16;377;14;3;3;0;11;366;12;2016;9;205;221;426
"2017/2018";"Educació primària";"5";"Priorat";3;126;41;3;3;0;38;88;15;2016;9;36;40;76
"2017/2018";"Educació primària";"5";"Ribera d'Ebre";7;273;84;1;1;0;83;190;16;2016;9;91;85;176
"2017/2018";"Educació primària";"5";"Ripollès";9;236;30;1;1;0;30;207;14;2016;9;104;140;244
"2017/2018";"Educació primària";"5";"Segarra";12;305;61;2;2;0;59;246;12;2016;9;112;140;252
"2017/2018";"Educació primària";"5";"Segrià";98;2520;322;22;19;3;300;2220;82;2016;9;1108;1203;2311
"2017/2018";"Educació primària";"5";"Selva";77;1762;102;19;15;4;86;1679;45;2016;9;995;1035;2030
"2017/2018";"Educació primària";"5";"Solsonès";6;165;32;2;2;0;30;135;11;2016;9;73;72;145
"2017/2018";"Educació primària";"5";"Tarragonès";123;3101;312;41;34;7;273;2830;68;2016;9;1523;1600;3123
"2017/2018";"Educació primària";"5";"Terra Alta";4;165;85;0;0;0;85;80;12;2016;9;50;66;116
"2017/2018";"Educació primària";"5";"Urgell";17;460;64;4;2;2;60;400;23;2016;9;206;218;424
"2017/2018";"Educació primària";"5";"Vallès Occidental";446;11146;463;96;77;19;380;10779;237;2016;9;5768;5958;11726
"2017/2018";"Educació primària";"5";"Vallès Oriental";205;5126;388;45;35;10;345;4783;119;2016;9;2519;2709;5228
"2017/2018";"Educació primària";"6";"Alt Camp";31;546;106;3;2;1;103;443;27;2016;10;225;256;481
"2017/2018";"Educació primària";"6";"Alt Empordà";90;1577;107;4;4;0;103;1474;68;2016;10;807;784;1591
"2017/2018";"Educació primària";"6";"Alt Penedès";67;1394;144;6;5;1;138;1256;47;2016;10;625;722;1347
"2017/2018";"Educació primària";"6";"Alt Urgell";16;231;27;2;1;1;25;206;13;2016;10;88;119;207
"2017/2018";"Educació primària";"6";"Alta Ribagorça";3;33;2;0;0;0;2;31;3;2016;10;31;28;59
"2017/2018";"Educació primària";"6";"Anoia";72;1620;216;13;9;4;203;1417;47;2016;10;755;801;1556
"2017/2018";"Educació primària";"6";"Aran";9;110;16;2;2;0;14;96;7;2016;10;45;58;103
"2017/2018";"Educació primària";"6";"Bages";88;2065;197;13;12;1;184;1881;61;2016;10;968;1014;1982
"2017/2018";"Educació primària";"6";"Baix Camp";102;2427;232;22;21;1;213;2217;62;2016;10;1163;1225;2388
"2017/2018";"Educació primària";"6";"Baix Ebre";46;973;208;8;8;0;200;773;31;2016;10;339;403;742
"2017/2018";"Educació primària";"6";"Baix Empordà";67;1413;77;9;7;2;69;1345;44;2016;10;691;703;1394
"2017/2018";"Educació primària";"6";"Baix Llobregat";369;9201;406;68;49;19;344;8863;210;2016;10;4816;5272;10088
"2017/2018";"Educació primària";"6";"Baix Penedès";54;1325;166;17;16;1;149;1176;29;2016;10;601;647;1248
"2017/2018";"Educació primària";"6";"Barcelonès";810;20200;990;209;144;65;783;19419;473;2016;10;9937;10474;20411
"2017/2018";"Educació primària";"6";"Berguedà";27;443;116;3;3;0;113;330;23;2016;10;175;200;375
"2017/2018";"Educació primària";"6";"Cerdanya";15;215;59;5;5;0;54;161;13;2016;10;97;116;213
"2017/2018";"Educació primària";"6";"Conca de Barberà";16;289;88;3;3;0;86;204;14;2016;10;100;122;222
"2017/2018";"Educació primària";"6";"Garraf";61;1523;48;8;4;4;41;1483;34;2016;10;871;894;1765
"2017/2018";"Educació primària";"6";"Garrigues";19;197;35;2;2;0;34;164;17;2016;10;70;88;158
"2017/2018";"Educació primària";"6";"Garrotxa";32;600;29;2;2;0;27;573;23;2016;10;283;306;589
"2017/2018";"Educació primària";"6";"Gironès";100;2295;79;15;12;3;66;2231;59;2016;10;1102;1230;2332
"2017/2018";"Educació primària";"6";"Maresme";208;5165;352;39;25;14;316;4852;121;2016;10;2585;2829;5414
"2017/2018";"Educació primària";"6";"Moianès";11;174;41;0;0;0;41;133;10;2016;10;66;79;145
"2017/2018";"Educació primària";"6";"Montsià";39;840;102;3;2;1;99;741;21;2016;10;338;421;759
"2017/2018";"Educació primària";"6";"Noguera";35;369;57;1;0;1;56;313;32;2016;10;207;200;407
"2017/2018";"Educació primària";"6";"Osona";92;1986;324;22;22;0;302;1684;66;2016;10;925;955;1880
"2017/2018";"Educació primària";"6";"Pallars Jussà";9;132;31;1;1;0;30;102;7;2016;10;57;52;109
"2017/2018";"Educació primària";"6";"Pallars Sobirà";7;53;0;0;0;0;0;53;7;2016;10;33;33;66
"2017/2018";"Educació primària";"6";"Pla d'Urgell";23;463;71;4;4;0;67;396;19;2016;10;179;208;387
"2017/2018";"Educació primària";"6";"Pla de l'Estany";19;384;3;4;4;0;0;385;12;2016;10;189;201;390
"2017/2018";"Educació primària";"6";"Priorat";16;124;42;1;1;0;41;83;15;2016;10;41;44;85
"2017/2018";"Educació primària";"6";"Ribera d'Ebre";19;301;108;1;1;0;107;194;16;2016;10;99;105;204
"2017/2018";"Educació primària";"6";"Ripollès";17;260;41;1;1;0;41;220;14;2016;10;115;137;252
"2017/2018";"Educació primària";"6";"Segarra";15;278;47;2;2;0;45;233;12;2016;10;136;150;286
"2017/2018";"Educació primària";"6";"Segrià";119;2478;319;20;14;6;299;2179;82;2016;10;1084;1123;2207
"2017/2018";"Educació primària";"6";"Selva";82;1857;92;10;8;2;82;1775;45;2016;10;939;984;1923
"2017/2018";"Educació primària";"6";"Solsonès";14;192;49;1;1;0;48;144;11;2016;10;86;72;158
"2017/2018";"Educació primària";"6";"Tarragonès";129;3178;318;16;13;3;302;2876;68;2016;10;1499;1516;3015
"2017/2018";"Educació primària";"6";"Terra Alta";14;187;67;0;0;0;67;120;12;2016;10;49;50;99
"2017/2018";"Educació primària";"6";"Urgell";28;449;54;4;3;1;50;399;23;2016;10;206;185;391
"2017/2018";"Educació primària";"6";"Vallès Occidental";439;10943;435;65;46;19;378;10573;235;2016;10;5559;5889;11448
"2017/2018";"Educació primària";"6";"Vallès Oriental";210;5151;353;34;25;9;323;4832;119;2016;10;2500;2603;5103
"2017/2018";"Educació secundària obligatòria";"1";"Alt Camp";16;480;375;362;351;11;13;467;6;2016;11;213;244;457
"2017/2018";"Educació secundària obligatòria";"1";"Alt Empordà";53;1527;1278;1283;1204;79;18;1532;17;2016;11;745;767;1512
"2017/2018";"Educació secundària obligatòria";"1";"Alt Penedès";45;1350;946;890;816;74;56;1294;16;2016;11;645;705;1350
"2017/2018";"Educació secundària obligatòria";"1";"Alt Urgell";8;240;187;160;154;6;27;213;4;2016;11;85;115;200
"2017/2018";"Educació secundària obligatòria";"1";"Alta Ribagorça";2;60;57;57;57;0;0;60;1;2016;11;16;17;33
"2017/2018";"Educació secundària obligatòria";"1";"Anoia";53;1575;1205;1120;1055;65;92;1490;19;2016;11;742;804;1546
"2017/2018";"Educació secundària obligatòria";"1";"Aran";3;90;88;76;76;0;12;78;1;2016;11;43;43;86
"2017/2018";"Educació secundària obligatòria";"1";"Bages";69;2064;1591;1464;1349;115;130;1937;30;2016;11;954;1058;2012
"2017/2018";"Educació secundària obligatòria";"1";"Baix Camp";80;2388;1703;1623;1471;152;92;2308;27;2016;11;1142;1148;2290
"2017/2018";"Educació secundària obligatòria";"1";"Baix Ebre";28;840;681;605;588;17;76;764;11;2016;11;372;425;797
"2017/2018";"Educació secundària obligatòria";"1";"Baix Empordà";47;1378;1078;1017;943;74;77;1317;16;2016;11;705;762;1467
"2017/2018";"Educació secundària obligatòria";"1";"Baix Llobregat";319;9458;6934;6803;6309;494;210;9327;109;2016;11;4705;4985;9690
"2017/2018";"Educació secundària obligatòria";"1";"Baix Penedès";41;1230;956;937;907;30;20;1211;11;2016;11;557;663;1220
"2017/2018";"Educació secundària obligatòria";"1";"Barcelonès";703;20890;10795;10334;9072;1262;537;20429;292;2016;11;9949;10468;20417
"2017/2018";"Educació secundària obligatòria";"1";"Berguedà";14;420;380;314;313;1;66;354;7;2016;11;171;196;367
"2017/2018";"Educació secundària obligatòria";"1";"Cerdanya";6;180;139;122;122;0;19;163;2;2016;11;97;96;193
"2017/2018";"Educació secundària obligatòria";"1";"Conca de Barberà";9;270;238;191;188;3;50;223;4;2016;11;126;108;234
"2017/2018";"Educació secundària obligatòria";"1";"Garraf";55;1646;1309;1246;1098;148;63;1583;20;2016;11;852;913;1765
"2017/2018";"Educació secundària obligatòria";"1";"Garrigues";6;180;141;115;113;2;27;154;3;2016;11;80;99;179
"2017/2018";"Educació secundària obligatòria";"1";"Garrotxa";18;540;379;366;354;12;19;527;7;2016;11;299;335;634
"2017/2018";"Educació secundària obligatòria";"1";"Gironès";78;2290;1724;1714;1538;176;29;2280;26;2016;11;1185;1200;2385
"2017/2018";"Educació secundària obligatòria";"1";"Maresme";181;5391;3749;3564;3241;323;201;5206;68;2016;11;2551;2798;5349
"2017/2018";"Educació secundària obligatòria";"1";"Moianès";4;120;101;88;81;7;13;107;2;2016;11;69;73;142
"2017/2018";"Educació secundària obligatòria";"1";"Montsià";26;780;669;583;550;33;87;694;9;2016;11;339;365;704
"2017/2018";"Educació secundària obligatòria";"1";"Noguera";14;399;303;278;261;17;25;374;7;2016;11;186;195;381
"2017/2018";"Educació secundària obligatòria";"1";"Osona";68;2003;1435;1307;1225;82;135;1875;28;2016;11;871;943;1814
"2017/2018";"Educació secundària obligatòria";"1";"Pallars Jussà";5;150;122;90;90;0;32;118;3;2016;11;68;47;115
"2017/2018";"Educació secundària obligatòria";"1";"Pallars Sobirà";3;90;87;58;58;0;29;61;2;2016;11;26;29;55
"2017/2018";"Educació secundària obligatòria";"1";"Pla d'Urgell";11;318;302;284;279;5;18;300;3;2016;11;175;195;370
"2017/2018";"Educació secundària obligatòria";"1";"Pla de l'Estany";12;360;322;316;290;26;8;354;4;2016;11;186;191;377
"2017/2018";"Educació secundària obligatòria";"1";"Priorat";4;120;106;93;93;0;13;107;2;2016;11;34;45;79
"2017/2018";"Educació secundària obligatòria";"1";"Ribera d'Ebre";7;210;149;139;139;0;10;200;4;2016;11;80;83;163
"2017/2018";"Educació secundària obligatòria";"1";"Ripollès";9;270;213;179;178;1;39;236;5;2016;11;118;122;240
"2017/2018";"Educació secundària obligatòria";"1";"Segarra";10;290;241;243;222;21;2;292;4;2016;11;126;139;265
"2017/2018";"Educació secundària obligatòria";"1";"Segrià";84;2466;1736;1599;1549;50;138;2329;32;2016;11;1056;1123;2179
"2017/2018";"Educació secundària obligatòria";"1";"Selva";65;1907;1542;1365;1303;62;178;1730;23;2016;11;970;993;1963
"2017/2018";"Educació secundària obligatòria";"1";"Solsonès";7;210;199;153;153;0;46;164;3;2016;11;68;70;138
"2017/2018";"Educació secundària obligatòria";"1";"Tarragonès";103;3026;2061;1984;1862;122;107;2949;35;2016;11;1417;1523;2940
"2017/2018";"Educació secundària obligatòria";"1";"Terra Alta";4;120;105;75;75;0;30;90;2;2016;11;42;60;102
"2017/2018";"Educació secundària obligatòria";"1";"Urgell";15;449;368;329;326;3;39;410;6;2016;11;191;202;393
"2017/2018";"Educació secundària obligatòria";"1";"Vallès Occidental";374;11088;7706;7596;7020;576;226;10978;130;2016;11;5595;5711;11306
"2017/2018";"Educació secundària obligatòria";"1";"Vallès Oriental";174;5184;4047;3802;3379;423;268;4939;62;2016;11;2482;2592;5074
"2017/2018";"Educació secundària obligatòria";"2";"Alt Camp";16;480;21;6;4;2;15;465;6;2016;12;246;272;518
"2017/2018";"Educació secundària obligatòria";"2";"Alt Empordà";49;1456;58;13;8;5;47;1411;17;2016;12;747;749;1496
"2017/2018";"Educació secundària obligatòria";"2";"Alt Penedès";44;1320;51;15;11;4;36;1284;16;2016;12;592;677;1269
"2017/2018";"Educació secundària obligatòria";"2";"Alt Urgell";8;240;32;3;3;0;29;211;4;2016;12;91;86;177
